,credit,gender,education,martial_status,age,pay_status_sep,pay_status_aug,pay_status_jul,pay_status_jun,pay_status_may,pay_status_apr,bill_sep,bill_aug,bill_jul,bill_june,bill_may,bill_apr,paid_sep,paid_aug,paid_jul,paid_jun,paid_may,paid_apr,Y
21539,2197,2,2,2,22,0,0,0,0,0,0,2165,2125,2149,2176,913,883,100,113,96,37,37,32,0
21540,627,2,1,2,22,-1,2,2,2,0,0,402,387,477,460,459,474,0,96,0,16,21,9,1
21541,941,2,2,2,22,0,0,0,0,0,0,612,282,370,375,517,285,94,94,125,156,156,156,0
21542,941,2,2,2,24,0,0,0,0,0,-2,779,738,649,259,0,0,46,35,31,0,0,0,0
21543,2511,2,2,2,24,0,0,0,0,0,0,540,466,399,276,249,248,43,50,34,7,19,0,0
21544,4081,2,1,2,24,0,0,0,2,2,-1,113,142,208,103,0,574,35,69,6,0,574,0,0
21545,313,2,2,2,23,-1,-1,-1,0,0,0,296,62,296,252,279,-27,62,296,31,47,0,363,0
21546,2197,2,3,2,23,0,0,0,-1,0,0,465,258,-81,2192,955,928,31,21,2317,32,33,32,0
21547,627,2,2,2,21,0,0,0,0,0,0,597,618,591,624,629,557,40,44,46,19,22,0,0
21548,627,2,2,2,22,1,-1,2,-1,0,0,0,207,151,24,12,0,207,0,24,0,0,345,0
21549,941,2,2,2,22,2,2,2,2,2,2,780,821,830,876,853,912,62,31,69,0,78,31,0
21550,1569,2,3,2,22,-2,-2,-2,-2,-2,-2,78,0,53,0,0,156,0,53,0,0,156,0,0
21551,627,2,2,2,24,-1,-1,-1,2,0,0,12,40,378,350,352,568,40,350,0,18,254,47,0
21552,1883,2,2,2,22,2,0,0,0,0,0,1456,1081,970,873,825,842,48,55,47,29,30,30,1
21553,1569,2,2,2,23,-1,-1,-1,-1,-1,-1,28,86,153,12,12,52,98,153,12,12,52,59,0
21554,627,2,1,2,22,0,0,0,0,0,0,610,589,510,517,337,102,48,43,31,6,2,0,0
21555,941,2,2,2,22,0,0,0,0,0,0,620,627,692,772,834,864,94,109,94,78,62,94,0
21556,627,2,2,2,23,1,2,0,0,0,2,489,472,495,536,587,573,0,39,50,69,0,116,1
21557,313,2,1,2,23,2,0,0,0,0,2,107,162,217,249,273,264,62,62,35,28,0,15,0
21558,1569,2,1,2,22,0,0,0,0,0,0,1595,1587,1584,1552,640,612,61,74,112,32,22,27,0
21559,2197,2,1,1,22,0,0,0,0,2,0,2025,2089,2114,1949,939,923,97,81,141,0,33,33,0
21560,627,2,3,0,23,0,0,0,0,0,0,461,516,551,574,586,598,62,43,35,15,16,12,0
21561,1569,2,2,2,23,1,-1,0,0,0,0,445,185,193,313,61,12,185,62,159,40,12,0,0
21562,941,2,2,1,23,2,0,0,0,0,0,879,817,854,870,892,795,56,59,41,32,35,156,0
21563,1569,2,2,2,22,0,0,0,0,0,0,1557,1589,1594,1515,903,922,57,62,46,36,38,38,0
21564,941,2,3,2,23,3,2,0,0,0,0,943,919,957,932,936,952,0,62,47,62,34,62,0
21565,2511,2,2,2,23,1,2,2,2,2,2,2153,2100,2270,2215,2324,2375,0,204,0,165,94,143,0
21566,1569,2,3,2,23,0,0,0,0,0,0,1024,1070,1097,1075,879,895,62,53,47,31,37,37,0
21567,627,2,1,2,24,-1,0,0,0,0,0,520,556,589,619,632,615,44,41,40,21,31,31,0
21568,941,2,1,2,25,0,0,0,0,0,0,828,862,886,517,531,554,48,41,40,21,31,62,0
21569,2511,2,1,2,25,2,0,0,0,0,0,2185,2161,2188,1799,1473,1289,101,97,94,56,47,53,1
21570,4395,2,1,2,25,-1,-1,-1,-1,-1,-1,944,88,236,334,69,189,88,236,334,69,189,0,0
21571,6593,2,2,2,26,-1,0,0,0,0,0,3744,1888,1760,1228,797,582,73,60,157,100,11,789,0
21572,6279,2,1,2,26,0,0,0,0,0,0,6306,4594,4604,4572,4526,4557,2511,144,188,147,150,156,0
21573,627,2,2,2,22,1,2,2,2,0,0,459,443,582,560,567,561,0,146,0,22,17,31,0
21574,941,2,2,1,22,2,2,2,0,0,0,958,897,446,445,221,250,54,0,38,31,31,0,1
21575,4709,2,3,2,23,0,0,0,0,0,0,355,338,371,220,225,183,38,39,33,52,6,9,0
21576,1883,2,1,2,24,0,0,0,0,0,0,1103,1123,1092,1009,910,892,48,62,47,33,31,31,0
21577,627,2,2,2,21,0,0,0,0,0,0,317,350,371,148,286,576,94,62,37,156,313,279,0
21578,4709,2,1,2,25,0,0,0,0,0,0,3761,3542,2902,2528,1879,1553,148,113,74,53,25,26,0
21579,2197,2,1,2,25,-1,-1,-1,-1,-2,-1,40,0,62,0,0,26,0,62,0,0,26,0,0
21580,1883,2,2,1,30,0,0,0,0,0,0,2055,2013,1969,1856,1810,1665,72,70,67,69,59,60,1
21581,941,2,3,1,23,1,2,0,0,0,2,953,811,815,848,912,937,0,44,47,78,43,43,1
21582,10361,2,2,2,31,0,0,0,0,0,0,958,1061,1200,1243,1272,1294,119,156,62,50,47,62,0
21583,627,2,3,2,22,3,2,2,4,4,4,51,51,51,51,51,51,0,0,0,0,0,0,1
21584,5651,2,2,1,35,-1,-1,0,0,0,0,36,166,263,267,242,119,166,100,84,62,2,0,0
21585,627,2,1,2,23,0,0,0,0,2,0,747,778,761,758,689,656,53,56,73,0,31,84,0
21586,4081,2,2,2,24,0,0,0,-1,-1,-2,455,470,0,37,0,0,36,0,37,0,0,0,0
21587,941,2,2,2,25,0,0,0,0,0,0,901,899,929,948,857,951,45,49,42,78,125,47,1
21588,941,2,2,2,22,0,0,2,0,0,0,871,954,869,883,929,906,156,0,94,62,40,47,0
21589,15698,2,1,2,37,-2,-2,-2,-2,-2,-2,9,80,120,25,0,139,80,120,25,0,139,10,0
21590,14128,2,1,1,38,0,0,0,0,0,0,3403,3036,2638,2269,1750,1166,135,96,94,62,47,62,0
21591,1569,2,2,2,22,0,0,0,0,-1,0,1400,1036,425,0,882,931,156,94,0,882,62,62,0
21592,1883,2,2,2,24,0,0,0,-1,-1,-1,1842,1922,1716,68,259,0,156,34,68,259,0,0,0
21593,4081,2,2,2,22,1,-2,-1,2,2,-2,0,0,46,9,0,0,0,46,0,0,0,0,0
21594,8791,2,2,2,25,0,0,0,0,0,0,4364,4431,4058,3243,3173,3270,127,132,126,94,125,3140,0
21595,3139,2,2,1,26,0,0,0,0,0,0,222,240,257,288,119,172,47,47,62,31,78,76,0
21596,1883,2,1,2,24,0,0,0,0,0,0,1814,1851,1910,1861,1857,1825,92,89,71,71,66,70,0
21597,2511,2,1,2,25,-1,-1,-1,-2,-1,-1,5,37,0,0,227,0,37,0,0,227,0,0,0
21598,4081,2,1,2,27,1,-1,0,-1,-1,0,0,43,165,6,125,279,43,125,6,125,156,1255,0
21599,941,2,2,2,21,0,0,0,0,0,0,304,326,159,63,36,0,62,31,31,0,0,0,0
21600,1569,2,2,2,22,1,2,2,2,0,0,1212,1142,1052,897,891,902,15,70,47,40,53,25,0
21601,1569,2,2,2,23,0,0,-2,-2,-2,-2,1369,0,0,0,0,0,0,0,0,0,0,0,1
21602,1569,2,3,2,23,2,2,0,0,0,2,228,220,247,279,300,290,0,35,36,25,0,53,1
21603,2825,2,2,2,23,0,0,0,0,0,0,2841,2813,2365,2250,1549,1579,107,113,110,78,62,58,1
21604,2197,2,1,2,23,-2,-2,-1,0,0,0,0,0,162,199,222,281,0,2194,39,31,62,31,0
21605,3453,2,2,2,25,0,0,0,0,0,0,2523,2563,1484,1376,1434,1287,94,94,68,94,109,48,0
21606,2511,2,2,2,25,0,0,0,0,0,0,2558,2544,2527,2560,2550,2556,97,92,113,91,97,96,0
21607,1569,2,3,2,23,0,0,0,0,0,0,1568,1605,1588,1183,355,308,72,70,78,11,15,11,0
21608,4081,2,2,2,23,-1,0,-1,-1,-1,-1,421,93,308,161,597,92,31,325,162,597,92,41,0
21609,4081,2,1,2,24,-1,-1,-1,-2,-2,-1,230,116,0,0,0,9,117,0,0,0,9,0,0
21610,1883,2,2,2,24,0,0,0,0,0,0,887,856,860,748,724,710,45,54,50,31,31,78,1
21611,4395,2,3,2,24,-2,-2,-2,-2,-2,-2,0,18,72,9,104,0,18,78,15,110,0,0,0
21612,3453,2,2,2,24,1,2,0,0,0,0,2266,2186,2203,1529,1524,1371,0,100,77,62,59,62,0
21613,3139,2,2,2,24,1,2,0,0,0,2,223,215,254,291,321,311,0,47,47,34,0,94,1
21614,627,2,2,1,24,0,0,0,0,-1,0,552,594,596,0,2,16,60,31,0,1,31,26,0
21615,2825,2,2,2,24,0,0,0,0,0,0,2813,2754,2742,2333,1521,1529,141,125,78,62,62,62,0
21616,1569,2,2,1,24,0,0,0,0,0,0,1457,1277,634,662,629,595,60,43,39,20,20,20,0
21617,941,2,2,2,24,-1,0,0,0,0,0,47,858,896,931,1025,1076,832,64,62,118,157,63,0
21618,4081,2,2,1,23,-1,-1,-1,-1,-1,-1,18,37,0,15,0,5,37,0,15,0,5,0,1
21619,1569,2,2,2,26,-1,-1,-1,-1,-1,-1,12,65,12,12,0,24,65,12,12,0,24,0,0
21620,2511,2,2,1,23,0,0,0,0,0,0,2507,1883,1480,1016,273,121,65,63,136,62,31,64,0
21621,1569,2,2,2,23,0,0,0,0,0,-1,681,1039,1031,861,150,24,372,52,50,19,24,5,0
21622,4081,2,1,2,24,0,0,0,0,0,0,2472,2339,2553,2371,2422,2494,109,313,125,109,109,109,0
21623,627,2,1,2,24,-1,-1,-1,-1,0,-1,12,12,12,33,20,37,12,12,33,0,63,172,0
21624,3767,2,1,2,24,-2,-2,-2,-2,-2,-2,0,0,0,0,31,0,0,0,0,31,0,0,0
21625,627,2,2,2,24,1,2,3,2,-1,0,305,386,94,86,387,437,94,0,0,387,125,62,0
21626,2511,2,2,2,24,0,0,0,0,0,-1,411,364,377,100,51,70,47,47,31,31,70,29,0
21627,1569,2,1,2,24,0,0,0,0,0,0,1126,1140,1124,1030,912,888,156,156,179,94,62,47,0
21628,3139,2,1,2,24,0,0,0,0,0,0,2386,2135,1994,2035,2063,2109,94,113,94,78,81,94,0
21629,2197,2,2,2,24,0,0,0,0,2,0,406,452,570,654,635,716,62,125,94,0,97,94,0
21630,2825,2,2,1,25,-1,-1,0,0,0,0,243,432,485,1362,1464,445,2944,313,1036,166,156,91,0
21631,8791,2,2,2,25,1,2,-1,-1,-1,-1,210,142,121,12,12,12,0,134,12,12,12,5218,0
21632,12558,2,1,2,26,-1,0,0,0,0,0,90,196,208,205,222,286,126,126,127,125,126,110,0
21633,4081,2,3,2,26,0,0,0,0,0,0,3570,3620,3782,3804,145,169,156,219,156,62,62,156,0
21634,941,2,5,2,22,0,0,0,0,0,-2,784,829,841,455,0,0,58,38,32,0,0,0,1
21635,1569,2,3,2,23,2,0,0,2,0,0,786,790,874,848,862,657,54,106,0,31,28,24,1
21636,2511,2,2,2,23,1,2,2,2,2,2,683,663,746,725,778,762,0,94,0,65,0,47,1
21637,1569,2,3,2,22,2,2,2,0,0,0,776,713,577,606,614,622,51,0,49,25,21,23,0
21638,313,2,1,2,23,1,2,2,-1,-1,-2,262,246,193,52,0,0,37,0,52,0,0,39,0
21639,2825,2,2,2,24,0,0,0,0,0,2,2624,2667,2692,2510,2198,2224,100,97,146,100,78,78,0
21640,1569,2,1,2,24,3,2,2,2,0,0,267,320,343,328,354,379,62,37,0,31,31,31,1
21641,3139,2,2,2,24,-1,-1,-2,-2,-1,-1,112,20,188,87,93,113,20,188,87,93,113,372,0
21642,2825,2,2,1,25,2,0,0,0,0,0,2837,2748,2795,2694,2140,2166,128,131,94,94,94,81,1
21643,3139,2,1,2,25,0,0,0,0,0,0,1258,1393,1416,811,224,287,156,62,63,94,62,62,0
21644,9733,2,1,2,26,-2,-2,-2,-2,-2,-2,9,0,0,0,0,0,0,0,0,0,0,0,0
21645,6593,2,1,2,26,1,2,0,0,0,0,228,155,56,118,148,177,0,50,62,31,31,0,0
21646,10675,2,2,2,25,-2,-2,-2,-2,-2,-2,0,0,14,0,40,18,0,14,0,20,36,0,0
21647,941,2,2,1,25,2,0,0,0,0,0,862,665,577,614,409,434,39,42,47,15,31,34,1
21648,2197,2,2,2,25,2,2,2,2,2,2,2122,2165,2219,2250,2126,2149,97,106,86,0,161,0,1
21649,14128,2,1,2,25,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
21650,3453,2,1,2,26,0,0,0,0,0,0,3494,3486,2757,2111,1570,1607,123,90,69,56,62,62,0
21651,941,2,2,1,26,-1,-1,-1,-1,-1,-1,118,226,85,55,0,352,227,85,55,0,352,62,0
21652,313,2,2,2,26,1,2,2,2,2,2,195,187,254,245,261,207,0,75,0,19,0,16,1
21653,1569,2,1,2,26,0,0,0,0,0,0,1550,1580,1574,1562,768,721,56,67,54,18,31,1489,0
21654,3767,2,1,2,27,-1,-1,0,0,0,0,410,722,3753,2940,749,0,722,3139,109,31,0,3841,0
21655,6593,2,1,2,27,0,0,0,0,0,0,667,577,2410,2119,2083,2042,65,2103,72,74,62,62,0
21656,8163,2,2,2,27,-2,-2,-2,-2,-2,-2,28,0,0,0,0,0,0,0,0,0,0,0,0
21657,9419,2,1,2,27,0,0,0,0,0,0,5760,5656,5277,5690,5505,5636,313,204,627,219,219,219,0
21658,5023,2,1,2,27,0,0,0,0,0,0,3027,3088,3135,3199,3262,3331,138,125,116,116,120,121,0
21659,941,2,2,2,27,0,0,0,0,2,2,266,303,336,415,399,548,47,47,94,0,156,0,0
21660,3767,2,2,1,22,2,2,0,0,0,0,3815,3770,3838,2226,1282,1241,62,178,93,47,44,58,0
21661,2197,2,2,2,23,0,0,0,0,0,0,2147,2117,2096,2057,1503,1387,75,81,63,62,50,50,0
21662,2825,2,1,2,23,-1,-1,-2,-1,-1,-1,95,0,0,132,35,6,0,0,132,35,6,9,0
21663,1883,2,2,2,24,0,0,0,0,0,0,1810,1859,1907,1886,1270,1251,78,78,62,94,47,65,0
21664,1883,2,1,2,24,0,0,0,0,0,0,706,739,781,673,666,668,44,54,42,23,29,27,0
21665,1569,2,1,2,22,0,0,0,0,0,0,1562,1586,1555,1566,1205,923,55,66,45,42,33,33,0
21666,3139,2,1,2,23,-1,-1,-1,0,-1,-1,136,59,130,93,62,58,59,130,31,62,58,0,0
21667,1569,2,2,1,24,0,0,0,0,0,0,1098,1096,1169,962,507,0,53,94,37,62,0,0,0
21668,627,2,2,2,24,3,2,2,2,2,2,10,10,10,10,10,10,0,0,0,0,0,0,1
21669,2511,2,1,2,24,0,0,0,0,0,0,1070,1037,1014,947,1034,970,94,94,62,156,94,188,0
21670,9419,2,5,2,26,0,0,0,0,-2,-2,9227,7619,2410,1069,365,484,349,1475,1068,366,486,191,0
21671,3139,2,2,2,23,-1,-1,-1,0,-1,-1,28,68,341,367,225,328,68,341,94,225,328,88,0
21672,4395,2,2,2,25,0,0,-1,-1,-1,0,4404,4510,13,17,2905,2969,204,13,19,2967,109,109,1
21673,2511,2,2,2,23,2,0,0,0,0,0,2259,2014,1497,1046,767,822,98,125,94,62,62,0,1
21674,1883,2,3,2,23,0,0,0,0,0,0,962,950,934,945,957,899,56,51,94,62,62,62,0
21675,7221,2,2,2,23,1,-1,-1,-1,-1,-1,0,194,47,22,90,60,194,47,22,90,60,11,0
21676,3767,2,2,2,25,0,0,2,0,0,2,1474,1528,1556,1600,1682,1729,78,62,78,128,78,0,0
21677,1569,2,1,2,23,0,0,0,2,0,0,1531,1571,1601,1511,1501,1511,66,132,12,53,56,53,0
21678,1883,2,1,2,24,0,0,0,0,0,0,1860,1885,1859,1882,1887,1800,84,87,72,70,65,66,0
21679,1569,2,2,2,24,-2,-2,-2,-1,0,0,1572,1567,0,766,794,809,31,0,766,40,40,0,0
21680,6593,2,2,1,25,0,0,0,0,0,0,244,276,308,340,397,410,36,36,37,62,31,31,0
21681,2825,2,2,2,23,0,0,0,0,0,0,411,431,463,417,328,304,39,40,36,15,31,31,0
21682,627,2,1,2,24,0,0,0,0,0,0,609,596,593,624,605,627,40,41,40,21,31,28,0
21683,4081,2,2,2,22,0,0,0,0,0,0,1097,466,324,307,225,282,63,62,71,31,128,22,0
21684,627,2,2,2,22,0,0,0,0,0,0,522,567,576,603,565,584,62,53,47,31,31,31,0
21685,2825,2,2,2,24,0,0,0,0,0,0,449,455,463,149,161,146,94,38,38,31,15,25,0
21686,941,2,1,2,23,-1,-1,-1,-1,-1,0,729,935,314,293,764,524,943,314,293,764,179,0,0
21687,941,2,2,1,23,0,0,0,0,0,0,854,867,898,905,310,381,45,51,33,62,161,130,0
21688,4709,2,2,2,24,1,-2,-2,-2,-1,-1,0,0,0,0,62,62,0,0,0,62,62,62,0
21689,627,2,1,2,24,0,0,0,0,0,0,657,697,686,684,666,678,84,43,43,25,55,31,1
21690,2511,2,3,1,25,0,0,0,0,0,0,1984,1944,1929,1791,1590,1522,72,69,59,56,60,72,0
21691,1255,2,2,2,25,0,0,0,2,0,0,1070,1104,1191,1156,1169,1189,58,117,0,40,41,42,0
21692,7535,2,1,2,27,-2,-1,-1,-1,-1,-2,184,158,275,58,-300,-486,158,275,58,0,0,2102,0
21693,3139,2,5,2,27,0,0,0,0,0,0,4782,2075,1906,1532,900,949,94,70,50,31,62,18,0
21694,3139,2,1,2,30,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
21695,4709,2,3,2,25,-2,-2,-2,-2,-2,-2,0,35,81,0,0,0,35,81,0,0,0,0,0
21696,8477,2,2,2,25,0,0,0,0,0,0,708,740,772,804,798,815,43,44,44,28,29,29,0
21697,12558,2,2,2,24,0,0,0,0,0,0,1119,1163,1197,1220,943,868,62,52,43,31,30,30,0
21698,1569,2,1,2,25,0,0,0,0,0,0,1197,1082,811,835,853,880,53,62,47,31,40,40,0
21699,2511,2,1,2,25,-1,2,2,-2,-2,-2,8,8,0,0,0,0,0,0,0,0,0,0,0
21700,627,2,2,2,25,0,0,0,0,0,0,129,169,202,231,258,348,47,40,37,31,94,12,0
21701,7535,2,3,2,25,0,-1,-1,-1,-1,-1,6240,93,6001,3079,608,3139,93,6001,3079,2492,3139,1577,0
21702,2197,2,2,2,25,2,0,0,0,2,2,600,631,654,721,700,752,51,42,78,0,62,0,1
21703,1569,2,2,2,26,2,0,0,0,0,0,1491,1034,699,714,292,291,54,48,31,5,5,0,0
21704,2197,2,1,2,23,0,0,0,0,0,0,1435,1263,1149,1009,929,734,60,51,55,26,31,31,0
21705,5337,2,5,2,24,-2,-2,-1,-1,0,0,2689,-1,54,3075,2080,380,0,55,3597,182,13,15,0
21706,3453,2,3,2,26,1,3,2,0,0,0,3682,3670,3538,3400,1468,1516,94,0,138,62,94,125,0
21707,3139,2,1,1,26,0,0,0,0,0,0,3093,3009,3052,2936,1380,1428,135,144,85,40,1477,52,0
21708,313,2,1,2,23,3,2,2,0,0,0,221,254,245,277,282,288,40,0,40,14,15,15,1
21709,7221,2,2,2,23,1,3,2,2,2,2,165,157,112,974,952,1199,0,0,952,0,267,0,0
21710,7221,2,2,2,23,-1,-1,-1,-1,-1,0,158,45,440,32,393,383,45,440,32,393,7,22,0
21711,1883,2,2,1,23,0,0,0,-1,-1,-1,1372,1496,1613,12,15,326,156,156,12,15,326,0,0
21712,1569,2,3,2,23,0,0,0,0,0,2,564,573,515,533,583,543,49,49,62,94,0,94,0
21713,3453,2,1,2,23,0,0,0,0,0,0,1580,1710,1839,1946,2051,2169,156,156,156,156,156,84,0
21714,5651,2,3,2,42,0,0,0,0,0,0,3228,3222,2601,2450,2305,3393,157,157,156,157,1334,94,0
21715,2511,2,2,2,24,-1,-1,0,-1,-1,-1,12,77,107,379,105,111,77,56,379,105,147,15,0
21716,941,2,2,2,24,1,2,2,2,2,2,790,768,862,876,853,898,0,106,37,0,78,31,1
21717,1569,2,3,2,24,1,2,0,0,0,0,1574,1537,1368,1375,891,861,0,69,72,31,31,34,0
21718,5965,2,1,2,26,1,-1,0,0,0,0,0,70,165,158,34,0,70,102,96,0,0,0,0
21719,3767,2,2,2,26,0,0,0,0,0,2,2736,2772,2814,1309,911,892,109,97,56,74,0,34,0
21720,941,2,2,1,21,0,0,0,0,0,0,891,910,936,941,683,581,46,52,38,25,31,31,0
21721,627,2,2,2,21,0,0,0,0,0,0,608,629,560,425,368,333,41,47,34,10,62,62,0
21722,1883,2,1,2,22,0,0,0,0,0,0,1804,1868,1873,1758,1141,571,94,94,47,24,31,31,0
21723,627,2,1,2,22,0,0,0,0,0,0,531,569,565,580,567,553,84,62,50,11,11,11,0
21724,1569,2,2,2,23,0,0,0,0,-1,0,3053,1570,1524,1474,616,594,113,66,80,616,21,21,1
21725,941,2,3,2,26,2,3,2,0,0,0,829,806,784,787,820,854,0,0,47,47,47,32,0
21726,4709,2,2,2,27,0,0,0,0,0,0,1844,1888,1951,1814,1604,1641,94,94,63,62,62,62,0
21727,1569,2,1,2,22,2,2,0,0,0,0,1580,1546,1571,1185,924,864,0,54,54,31,31,31,1
21728,6593,2,2,2,26,0,0,0,0,0,0,5572,5649,5373,5218,4523,4154,313,313,313,313,313,313,0
21729,4081,2,3,1,25,0,0,0,0,0,-1,781,822,799,703,562,54,54,62,37,35,54,1,0
21730,1569,2,2,1,26,1,-2,-2,-2,-2,-2,0,-2190,0,0,0,0,0,2197,0,0,0,0,0
21731,6279,2,1,2,26,-1,0,0,0,0,0,1034,815,612,505,900,571,94,38,156,528,31,31,0
21732,5651,2,1,1,26,-1,-1,-1,-1,-1,-1,148,184,190,173,545,532,184,191,173,545,532,87,0
21733,5965,2,1,2,26,0,0,0,0,0,0,5479,5623,5735,4858,2842,2896,282,263,320,313,94,329,1
21734,5023,2,3,2,24,0,0,0,0,0,0,4184,4177,4252,4295,3643,3711,149,161,139,131,156,156,0
21735,4081,2,1,2,23,-1,-1,-1,-1,-1,0,140,422,114,157,431,470,423,114,157,431,94,25,0
21736,1569,2,1,2,23,-2,-2,-2,-2,-2,-2,9,0,0,0,0,0,0,0,0,0,0,0,0
21737,941,2,3,1,21,0,0,0,0,2,0,906,793,794,815,795,159,65,50,50,9,3,1,0
21738,627,2,1,2,23,-1,0,0,0,0,0,139,230,303,304,150,218,94,126,173,94,94,251,0
21739,3453,2,2,2,23,0,0,0,0,0,0,1165,1028,829,723,638,241,56,48,38,0,0,2337,0
21740,1569,2,3,2,24,2,0,0,0,0,0,1802,1850,1903,1684,635,597,78,94,158,31,26,31,1
21741,1569,2,1,2,24,2,2,2,2,0,0,1414,1361,1447,1387,1355,1192,0,113,0,47,46,40,1
21742,2511,2,2,2,23,0,0,-1,0,0,0,2534,2596,2531,2532,2285,2333,156,2543,87,81,84,88,0
21743,627,2,2,1,24,0,0,2,0,0,2,518,590,572,616,637,638,91,0,54,55,28,0,1
21744,627,2,2,1,24,0,0,0,-1,-1,-1,514,254,171,43,83,12,52,45,43,83,12,12,0
21745,4709,2,1,2,23,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
21746,1569,2,1,2,23,0,0,0,0,0,0,1423,1456,1203,1011,542,235,63,64,58,9,9,15,0
21747,627,2,1,2,24,0,0,2,-1,-1,0,165,172,87,206,157,78,87,0,206,157,0,0,0
21748,4081,2,1,1,23,1,2,-1,-1,-1,-1,3983,1969,929,694,482,328,7,929,694,482,328,145,0
21749,4081,2,2,2,25,-1,-1,-1,-1,-1,-1,114,12,12,12,12,12,12,12,12,12,12,12,0
21750,1883,2,2,2,24,0,0,0,0,0,0,1653,1317,930,935,880,898,55,56,55,37,37,47,0
21751,3453,2,2,2,24,0,0,-1,-1,-1,-1,190,0,103,79,33,36,0,103,79,33,36,61,0
21752,2511,2,2,2,22,1,2,2,-2,-2,-2,231,219,0,0,0,0,0,0,0,0,0,0,0
21753,1569,2,1,2,24,0,0,0,0,0,0,1263,1308,1308,1030,584,621,66,94,188,31,47,22,0
21754,2511,2,2,2,24,0,0,0,0,0,0,2358,2428,2459,2314,1244,1238,109,157,65,38,45,27,0
21755,4709,2,1,2,24,-2,-2,-2,-2,-2,-2,133,308,238,436,16,0,308,238,436,16,0,191,0
21756,1569,2,1,2,24,1,2,2,0,0,2,1594,1637,1602,1599,1605,1549,78,0,65,109,0,62,0
21757,8477,2,2,1,25,0,0,0,0,0,0,5794,5607,5344,4920,4763,4820,190,190,159,157,164,127,0
21758,5651,2,1,2,23,0,0,0,0,0,0,214,128,134,170,201,232,63,94,94,31,56,94,0
21759,2511,2,1,2,24,-2,-2,-2,-2,-2,-2,0,21,155,30,180,0,21,155,30,181,0,0,0
21760,1569,2,2,2,24,0,0,0,0,0,0,1519,1551,1599,242,263,1528,56,73,35,25,1316,61,1
21761,6593,2,2,2,24,-1,-1,-1,-1,-1,-2,33,247,25,9,0,0,249,25,9,0,0,0,1
21762,2825,2,2,2,24,0,0,0,0,0,2,400,482,515,547,594,580,99,50,50,65,0,47,0
21763,4081,2,1,2,24,0,-1,-1,2,0,0,311,172,21,21,21,21,174,21,0,0,0,0,0
21764,1883,2,2,2,24,-2,-2,-2,-2,-2,-2,177,385,0,0,15,862,385,0,0,15,862,0,0
21765,10047,2,1,2,24,0,0,0,0,0,0,2016,2119,2222,2200,2260,1814,125,125,94,470,156,156,0
21766,4081,2,1,2,25,1,-1,-1,-1,-1,-1,0,68,18,21,0,45,68,18,21,0,45,12,0
21767,5651,2,2,2,25,0,0,0,0,0,0,3423,5577,4377,4299,3599,3698,2457,163,942,314,313,139,0
21768,3139,2,3,2,25,0,0,0,0,0,0,3076,3046,2959,1975,329,150,125,127,149,125,141,94,0
21769,2511,2,2,2,25,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
21770,2825,2,4,2,25,-1,-1,-1,-1,-2,-2,44,156,31,0,0,0,156,31,0,0,0,0,1
21771,9733,2,1,2,25,0,0,0,0,0,0,4410,4451,4556,4658,4776,4894,125,141,141,156,156,156,0
21772,11302,2,2,2,25,2,2,-2,-2,-2,-2,50,-1,-1,-1,-1,36,1,0,0,0,37,0,0
21773,5651,2,1,2,26,0,0,0,0,0,0,1891,1623,1521,1555,1562,1595,66,69,69,62,62,65,0
21774,1255,2,1,2,24,-2,-2,-2,-2,-2,-2,164,225,207,174,128,101,225,207,174,128,101,263,0
21775,627,2,1,2,24,2,-1,2,0,0,0,31,603,493,311,257,372,603,0,31,0,156,169,1
21776,2825,2,2,1,24,0,0,0,0,0,2,2713,2816,2219,2310,2849,1685,156,103,717,103,0,51,0
21777,6593,2,2,2,25,-1,-1,-1,0,0,0,87,14,203,2624,2313,2036,14,438,2511,73,71,114,0
21778,5651,2,2,2,25,0,0,0,-2,-1,0,357,93,0,0,11,42,62,0,0,11,31,0,0
21779,6907,2,2,2,25,0,0,0,0,0,2,1494,1498,974,998,1066,1045,46,57,50,84,0,47,1
21780,4709,2,1,2,25,0,0,0,0,0,0,4745,4776,4855,4955,4897,4840,173,184,182,180,177,175,0
21781,1569,2,2,2,25,0,0,0,0,-2,-2,588,607,313,0,0,0,42,31,0,0,0,0,0
21782,627,2,1,2,25,1,-1,-1,-2,-1,0,79,545,0,6,564,564,545,0,6,564,0,68,1
21783,4081,2,1,2,25,0,0,0,0,0,0,1738,1822,1485,1399,1524,1617,156,156,156,156,156,156,0
21784,6279,2,1,2,25,0,-1,-1,-1,-2,-2,4283,3,3115,2900,588,0,3,3115,315,588,0,0,0
21785,10047,2,3,2,25,0,0,0,0,0,0,2087,2145,2158,2189,2199,2231,96,94,95,74,76,76,0
21786,2825,2,2,2,25,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
21787,5023,2,2,1,25,-1,-1,-1,-1,0,0,252,252,252,598,482,340,252,252,598,168,11,184,1
